epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,462.09,1.66002,1.39594,1.23835,0.49031,0.25716,0.26436,0.13575,1.72753,1.40146,1.30537,0.00061504,0.00061504,0.00061504
16,492.194,1.63245,1.38644,1.24337,0.51972,0.25412,0.26616,0.13362,1.7341,1.39153,1.29075,0.000607971,0.000607971,0.000607971
17,521.653,1.62985,1.35632,1.2266,0.55119,0.25559,0.27835,0.14136,1.71057,1.38489,1.28734,0.000600902,0.000600902,0.000600902
18,551.538,1.61068,1.33607,1.2181,0.51132,0.26051,0.27387,0.14275,1.70929,1.38331,1.29833,0.000593834,0.000593834,0.000593834
19,580.888,1.60632,1.32394,1.21502,0.53106,0.25989,0.27836,0.1419,1.7003,1.38676,1.2893,0.000586765,0.000586765,0.000586765
20,611.644,1.61835,1.32275,1.2171,0.57682,0.2728,0.29177,0.14964,1.70479,1.37065,1.2932,0.000579697,0.000579697,0.000579697
21,641.955,1.59827,1.28012,1.20854,0.55213,0.26288,0.28606,0.14732,1.69854,1.34855,1.29577,0.000572628,0.000572628,0.000572628
22,671.841,1.58253,1.273,1.20443,0.55354,0.27297,0.29063,0.14798,1.71681,1.33605,1.28073,0.000565559,0.000565559,0.000565559
23,700.094,1.58736,1.26716,1.19943,0.59164,0.27306,0.29676,0.15653,1.68141,1.33653,1.28464,0.000558491,0.000558491,0.000558491
24,728.724,1.57607,1.26958,1.1955,0.52982,0.28026,0.2909,0.15105,1.70425,1.35318,1.27262,0.000551422,0.000551422,0.000551422
25,757.273,1.56658,1.25673,1.19775,0.54842,0.28802,0.29395,0.15169,1.67632,1.35061,1.27306,0.000544354,0.000544354,0.000544354
26,786.761,1.55986,1.236,1.18998,0.55092,0.28169,0.29825,0.15437,1.68377,1.32577,1.27661,0.000537285,0.000537285,0.000537285
27,816.769,1.55859,1.22786,1.18694,0.55311,0.28432,0.29664,0.15499,1.6795,1.31879,1.28439,0.000530216,0.000530216,0.000530216
28,846.767,1.54129,1.19967,1.18088,0.56051,0.29077,0.30795,0.16082,1.66313,1.32046,1.27337,0.000523148,0.000523148,0.000523148
29,876.308,1.52372,1.21077,1.17629,0.60666,0.29683,0.31965,0.1658,1.66686,1.30691,1.26715,0.000516079,0.000516079,0.000516079
30,905.516,1.53236,1.18672,1.18334,0.561,0.29777,0.3152,0.16302,1.6648,1.27775,1.25528,0.000509011,0.000509011,0.000509011
31,934.603,1.50772,1.17902,1.1719,0.56512,0.31545,0.32555,0.16774,1.66209,1.28542,1.26573,0.000501942,0.000501942,0.000501942
32,964.184,1.52838,1.18314,1.17323,0.57995,0.30192,0.32264,0.1678,1.64955,1.27324,1.27042,0.000494873,0.000494873,0.000494873
33,994.384,1.52286,1.17408,1.17865,0.58352,0.3,0.32088,0.16869,1.65722,1.27275,1.26282,0.000487805,0.000487805,0.000487805
34,1023.71,1.5045,1.15137,1.16814,0.57938,0.31341,0.32378,0.17068,1.65709,1.2751,1.26614,0.000480736,0.000480736,0.000480736
35,1053.33,1.49825,1.1507,1.16094,0.57069,0.30783,0.32319,0.17311,1.63772,1.27277,1.26279,0.000473668,0.000473668,0.000473668
36,1081.75,1.5031,1.1336,1.16149,0.57779,0.30361,0.32306,0.16969,1.65536,1.27062,1.25116,0.000466599,0.000466599,0.000466599
37,1111.65,1.47924,1.13583,1.15946,0.61437,0.31225,0.33612,0.17885,1.63888,1.25604,1.25052,0.00045953,0.00045953,0.00045953
38,1141.04,1.48779,1.1266,1.15649,0.60348,0.30673,0.32515,0.17133,1.67209,1.27642,1.26621,0.000452462,0.000452462,0.000452462
39,1169.81,1.47599,1.10446,1.1503,0.60043,0.31431,0.33757,0.17966,1.63525,1.25769,1.24759,0.000445393,0.000445393,0.000445393
40,1198.89,1.46801,1.11924,1.15057,0.61513,0.32391,0.34645,0.18277,1.63179,1.25409,1.25116,0.000438325,0.000438325,0.000438325
41,1229.14,1.46325,1.10388,1.14502,0.59857,0.32721,0.34478,0.18446,1.62773,1.23548,1.24168,0.000431256,0.000431256,0.000431256
42,1258.48,1.44963,1.08802,1.14032,0.60572,0.32296,0.34215,0.18268,1.62584,1.23658,1.2464,0.000424187,0.000424187,0.000424187
43,1288.87,1.45171,1.09471,1.14316,0.60475,0.31956,0.3394,0.18263,1.63045,1.24572,1.2488,0.000417119,0.000417119,0.000417119
44,1316.92,1.45111,1.07611,1.14108,0.62427,0.31535,0.3401,0.18076,1.6349,1.24155,1.24886,0.00041005,0.00041005,0.00041005
45,1346.85,1.43534,1.07768,1.13796,0.57687,0.32978,0.33996,0.18037,1.65174,1.24391,1.25187,0.000402982,0.000402982,0.000402982
46,1376.08,1.44773,1.07644,1.14004,0.64045,0.32362,0.35516,0.19056,1.62164,1.23108,1.25033,0.000395913,0.000395913,0.000395913
47,1405.95,1.43409,1.05929,1.12865,0.62532,0.33427,0.36133,0.19528,1.61513,1.22408,1.24044,0.000388844,0.000388844,0.000388844
48,1435.64,1.41542,1.04959,1.13137,0.61329,0.3186,0.34792,0.18843,1.61892,1.23136,1.23905,0.000381776,0.000381776,0.000381776
49,1464.57,1.4233,1.04516,1.12074,0.59786,0.33562,0.3596,0.19531,1.60535,1.20528,1.23393,0.000374707,0.000374707,0.000374707
50,1493.47,1.41229,1.04797,1.12404,0.61534,0.32952,0.3587,0.19007,1.6189,1.22873,1.2514,0.000367639,0.000367639,0.000367639
51,1523.23,1.39188,1.02129,1.11941,0.63267,0.32496,0.35593,0.19013,1.63141,1.24356,1.25606,0.00036057,0.00036057,0.00036057
52,1552.73,1.40623,1.02926,1.12448,0.6125,0.33366,0.35602,0.19092,1.61519,1.21418,1.24526,0.000353501,0.000353501,0.000353501
53,1583.32,1.39365,1.01826,1.11512,0.61005,0.33364,0.36366,0.19709,1.61199,1.20795,1.24777,0.000346433,0.000346433,0.000346433
54,1611.58,1.39493,1.01886,1.11034,0.62303,0.32923,0.36213,0.19551,1.60447,1.22079,1.23092,0.000339364,0.000339364,0.000339364
55,1639.71,1.38481,1.00371,1.10387,0.63176,0.33041,0.36238,0.19619,1.61189,1.20399,1.2441,0.000332296,0.000332296,0.000332296
56,1669.59,1.38388,1.00621,1.11539,0.59995,0.33803,0.35905,0.19451,1.60924,1.20277,1.23407,0.000325227,0.000325227,0.000325227
57,1699.7,1.36937,0.9912,1.10419,0.60979,0.33972,0.36793,0.19747,1.61546,1.20152,1.24243,0.000318158,0.000318158,0.000318158
58,1729.05,1.37715,0.99234,1.10307,0.59414,0.35116,0.3699,0.1995,1.60517,1.19009,1.23323,0.00031109,0.00031109,0.00031109
59,1758.59,1.38134,1.00314,1.11161,0.61818,0.34133,0.37087,0.20413,1.58663,1.18221,1.23174,0.000304021,0.000304021,0.000304021
60,1787.35,1.34705,0.97427,1.09833,0.60347,0.34547,0.3656,0.19837,1.59407,1.18661,1.23047,0.000296953,0.000296953,0.000296953
61,1816.27,1.36058,0.98268,1.09903,0.62049,0.34437,0.37034,0.19854,1.59856,1.19596,1.23308,0.000289884,0.000289884,0.000289884
62,1845.16,1.34706,0.95901,1.09083,0.64361,0.34303,0.37764,0.20737,1.59921,1.19626,1.23491,0.000282815,0.000282815,0.000282815
63,1875.22,1.35218,0.97621,1.09281,0.63363,0.33739,0.36645,0.19899,1.60349,1.18862,1.23007,0.000275747,0.000275747,0.000275747
64,1904.25,1.33042,0.95679,1.08609,0.61124,0.34184,0.36909,0.20158,1.60214,1.19128,1.23249,0.000268678,0.000268678,0.000268678
65,1932.3,1.34318,0.95645,1.0922,0.65263,0.34292,0.38204,0.21103,1.57331,1.17046,1.22917,0.00026161,0.00026161,0.00026161
66,1960.94,1.34383,0.95626,1.08909,0.62993,0.34538,0.37494,0.20451,1.5923,1.18432,1.23169,0.000254541,0.000254541,0.000254541
67,1988.87,1.31408,0.93018,1.08058,0.65251,0.34386,0.37915,0.20759,1.58356,1.17438,1.23353,0.000247472,0.000247472,0.000247472
68,2017.94,1.33091,0.9502,1.0888,0.6252,0.34977,0.38471,0.2101,1.58327,1.1761,1.2343,0.000240404,0.000240404,0.000240404
69,2047.38,1.33038,0.95041,1.08617,0.63531,0.34771,0.38199,0.20896,1.57655,1.16443,1.22957,0.000233335,0.000233335,0.000233335
70,2075.51,1.31807,0.92991,1.08512,0.6418,0.34402,0.37691,0.20858,1.58779,1.18835,1.23013,0.000226267,0.000226267,0.000226267
71,2104.69,1.31321,0.93265,1.07916,0.65223,0.34188,0.38116,0.21067,1.59834,1.17949,1.23191,0.000219198,0.000219198,0.000219198
72,2132.44,1.30296,0.92769,1.08262,0.65389,0.33916,0.3805,0.21028,1.58065,1.16831,1.22901,0.000212129,0.000212129,0.000212129
73,2161.23,1.29247,0.92101,1.07414,0.62775,0.35764,0.38376,0.21207,1.58713,1.17315,1.22978,0.000205061,0.000205061,0.000205061
74,2189.91,1.2945,0.92644,1.07794,0.65769,0.34823,0.38431,0.21234,1.57817,1.16829,1.22797,0.000197992,0.000197992,0.000197992
75,2219.44,1.29654,0.91448,1.07361,0.63734,0.35036,0.38037,0.20977,1.58182,1.17404,1.22811,0.000190924,0.000190924,0.000190924
76,2248.91,1.29053,0.91358,1.07441,0.65051,0.35407,0.38932,0.21577,1.57886,1.16191,1.22783,0.000183855,0.000183855,0.000183855
77,2279.72,1.27559,0.8976,1.06445,0.65064,0.35371,0.39107,0.21642,1.57249,1.16443,1.22484,0.000176786,0.000176786,0.000176786
78,2309.24,1.27949,0.90085,1.06811,0.63993,0.35949,0.38773,0.21519,1.57171,1.16609,1.22848,0.000169718,0.000169718,0.000169718
79,2339.04,1.2733,0.89118,1.06091,0.63604,0.35479,0.38938,0.21421,1.57004,1.15955,1.22997,0.000162649,0.000162649,0.000162649
80,2368.22,1.26919,0.89367,1.06116,0.66851,0.35185,0.38768,0.21351,1.56641,1.15879,1.22113,0.000155581,0.000155581,0.000155581
81,2397.26,1.26638,0.88568,1.06103,0.64581,0.35914,0.39311,0.21715,1.57285,1.16068,1.22436,0.000148512,0.000148512,0.000148512
82,2426.93,1.26936,0.88845,1.05853,0.63335,0.35878,0.39262,0.21707,1.57471,1.15538,1.22691,0.000141443,0.000141443,0.000141443
83,2455,1.24584,0.87216,1.0545,0.64218,0.35895,0.39159,0.2171,1.56898,1.14439,1.22289,0.000134375,0.000134375,0.000134375
84,2484.44,1.25203,0.883,1.0546,0.66606,0.3514,0.39378,0.21765,1.57361,1.14891,1.22611,0.000127306,0.000127306,0.000127306
85,2513.27,1.25335,0.87886,1.05424,0.64528,0.35608,0.39531,0.21961,1.56208,1.15024,1.22334,0.000120238,0.000120238,0.000120238
86,2542.86,1.24265,0.8713,1.04976,0.66211,0.34977,0.3925,0.21807,1.56781,1.14838,1.22447,0.000113169,0.000113169,0.000113169
87,2572.38,1.24698,0.8722,1.05426,0.66494,0.35401,0.39073,0.21626,1.56421,1.14942,1.22517,0.0001061,0.0001061,0.0001061
88,2601.18,1.2379,0.87022,1.05133,0.63958,0.35511,0.39245,0.21671,1.56754,1.14441,1.22492,9.90318e-05,9.90318e-05,9.90318e-05
89,2629.87,1.23042,0.86278,1.0456,0.6642,0.35215,0.39478,0.21982,1.56377,1.14769,1.22146,9.19632e-05,9.19632e-05,9.19632e-05
90,2658.3,1.22953,0.8546,1.04497,0.68351,0.35004,0.39562,0.21885,1.56524,1.14939,1.22281,8.48946e-05,8.48946e-05,8.48946e-05
91,2688.87,1.26038,0.87707,1.05922,0.62864,0.35159,0.39147,0.21381,1.57968,1.16977,1.23696,7.7826e-05,7.7826e-05,7.7826e-05
92,2718.75,1.21544,0.82808,1.04389,0.6379,0.35755,0.38564,0.21128,1.57815,1.15827,1.23191,7.07574e-05,7.07574e-05,7.07574e-05
93,2747.34,1.20495,0.82704,1.0397,0.6516,0.35079,0.38582,0.21262,1.56844,1.15275,1.22692,6.36888e-05,6.36888e-05,6.36888e-05
94,2775.88,1.19319,0.81499,1.03972,0.65486,0.34839,0.38924,0.21415,1.56604,1.15077,1.226,5.66202e-05,5.66202e-05,5.66202e-05
95,2804.58,1.19342,0.81022,1.03551,0.64877,0.35325,0.39206,0.21789,1.56136,1.15431,1.2227,4.95516e-05,4.95516e-05,4.95516e-05
96,2833.57,1.1839,0.79974,1.02467,0.61323,0.36702,0.39273,0.21763,1.56179,1.15088,1.22336,4.2483e-05,4.2483e-05,4.2483e-05
97,2862.15,1.18483,0.80817,1.03155,0.64557,0.35516,0.39194,0.21663,1.55984,1.15021,1.22097,3.54144e-05,3.54144e-05,3.54144e-05
98,2890.7,1.17279,0.8025,1.02165,0.61463,0.36744,0.39416,0.21782,1.56371,1.14858,1.22396,2.83458e-05,2.83458e-05,2.83458e-05
99,2919.42,1.16935,0.79437,1.02509,0.64218,0.35711,0.39416,0.21871,1.56014,1.14718,1.22255,2.12772e-05,2.12772e-05,2.12772e-05
100,2948.53,1.1833,0.79799,1.0267,0.64409,0.36009,0.39308,0.21776,1.55959,1.1457,1.22193,1.42086e-05,1.42086e-05,1.42086e-05
