epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
59,3462.31,1.31421,0.9007,1.08015,0.69866,0.47107,0.5457,0.32725,1.3547,0.91389,1.11644,0.000304021,0.000304021,0.000304021
60,3519.64,1.30371,0.89192,1.07925,0.67905,0.49456,0.54737,0.33104,1.34979,0.9069,1.11246,0.000296953,0.000296953,0.000296953
61,3578.35,1.29573,0.88548,1.07433,0.71345,0.48727,0.55451,0.33347,1.35194,0.91108,1.11277,0.000289884,0.000289884,0.000289884
62,3635.84,1.30138,0.88631,1.07135,0.70001,0.50529,0.55604,0.33572,1.34761,0.90888,1.1118,0.000282815,0.000282815,0.000282815
63,3693.4,1.29368,0.88047,1.06989,0.708,0.50451,0.55815,0.33922,1.34419,0.90236,1.10881,0.000275747,0.000275747,0.000275747
64,3751.09,1.29399,0.87816,1.06955,0.71342,0.49996,0.55906,0.33858,1.34135,0.90108,1.10873,0.000268678,0.000268678,0.000268678
65,3807.73,1.28973,0.86976,1.06796,0.72459,0.50992,0.56393,0.34213,1.3422,0.89648,1.1082,0.00026161,0.00026161,0.00026161
66,3865.22,1.28887,0.87443,1.06944,0.74005,0.49641,0.56472,0.34499,1.33629,0.89694,1.10829,0.000254541,0.000254541,0.000254541
67,3924.14,1.28113,0.86853,1.06487,0.73723,0.49461,0.56364,0.34122,1.33575,0.8965,1.10432,0.000247472,0.000247472,0.000247472
68,3981.42,1.28412,0.86658,1.06494,0.74181,0.50796,0.57114,0.34587,1.33849,0.89744,1.10403,0.000240404,0.000240404,0.000240404
69,4040.59,1.27433,0.86079,1.0622,0.7356,0.50581,0.57229,0.34894,1.33145,0.89136,1.10364,0.000233335,0.000233335,0.000233335
70,4099.34,1.26944,0.85998,1.06075,0.72004,0.50422,0.56744,0.34715,1.33044,0.89009,1.10373,0.000226267,0.000226267,0.000226267
71,4155.88,1.26719,0.85713,1.06115,0.73773,0.501,0.57332,0.34881,1.32975,0.88936,1.10271,0.000219198,0.000219198,0.000219198
72,4213.17,1.26532,0.85121,1.05892,0.70684,0.50949,0.57091,0.34913,1.32806,0.88633,1.10239,0.000212129,0.000212129,0.000212129
73,4269.64,1.26296,0.85082,1.0582,0.72911,0.50304,0.56986,0.34971,1.32422,0.88543,1.10168,0.000205061,0.000205061,0.000205061
74,4326.89,1.2525,0.84599,1.05373,0.75949,0.50085,0.57573,0.35351,1.32404,0.8836,1.10143,0.000197992,0.000197992,0.000197992
75,4383.69,1.25764,0.84602,1.0557,0.7529,0.50331,0.58046,0.35607,1.31974,0.88169,1.10019,0.000190924,0.000190924,0.000190924
76,4443.13,1.24613,0.83979,1.05047,0.74444,0.50848,0.58163,0.35687,1.32015,0.88249,1.09964,0.000183855,0.000183855,0.000183855
77,4500.63,1.25186,0.84234,1.05605,0.75449,0.50941,0.58169,0.35888,1.31582,0.8786,1.09839,0.000176786,0.000176786,0.000176786
78,4558.33,1.24368,0.83658,1.04914,0.73123,0.51482,0.57774,0.35604,1.31464,0.87884,1.09685,0.000169718,0.000169718,0.000169718
79,4614.11,1.24342,0.83477,1.05123,0.7568,0.51661,0.58436,0.35885,1.31583,0.87908,1.09674,0.000162649,0.000162649,0.000162649
80,4671.9,1.23645,0.83513,1.04739,0.72762,0.51734,0.58116,0.35798,1.31259,0.8767,1.09544,0.000155581,0.000155581,0.000155581
81,4728.7,1.24103,0.83237,1.04949,0.74728,0.51306,0.58424,0.35968,1.31416,0.87618,1.09711,0.000148512,0.000148512,0.000148512
82,4787.09,1.23377,0.82587,1.04341,0.72737,0.51648,0.58376,0.35965,1.31286,0.873,1.09766,0.000141443,0.000141443,0.000141443
83,4844.14,1.22883,0.82442,1.0465,0.73253,0.51554,0.58207,0.36068,1.31192,0.87309,1.09649,0.000134375,0.000134375,0.000134375
84,4901.71,1.23184,0.82639,1.04359,0.75072,0.5028,0.58441,0.3616,1.3091,0.87114,1.09518,0.000127306,0.000127306,0.000127306
85,4960.39,1.21954,0.81725,1.04215,0.74445,0.51502,0.58689,0.36144,1.3082,0.86948,1.09465,0.000120238,0.000120238,0.000120238
86,5018.14,1.22603,0.82116,1.04228,0.74141,0.51489,0.58963,0.3641,1.30611,0.86929,1.0934,0.000113169,0.000113169,0.000113169
87,5074.75,1.21762,0.81531,1.04015,0.72972,0.52086,0.58776,0.36327,1.30557,0.8694,1.09429,0.0001061,0.0001061,0.0001061
88,5133.14,1.21079,0.8103,1.03789,0.73186,0.5273,0.58925,0.36535,1.30463,0.86724,1.09326,9.90318e-05,9.90318e-05,9.90318e-05
89,5191.96,1.21021,0.81058,1.03854,0.73431,0.52202,0.58734,0.36359,1.30393,0.86785,1.09379,9.19632e-05,9.19632e-05,9.19632e-05
90,5249.9,1.21286,0.80801,1.03755,0.73644,0.51712,0.58739,0.36406,1.30333,0.86843,1.09471,8.48946e-05,8.48946e-05,8.48946e-05
91,5309.23,1.19992,0.77962,1.0338,0.74155,0.51872,0.58331,0.35898,1.31519,0.87461,1.10038,7.7826e-05,7.7826e-05,7.7826e-05
92,5365.56,1.17358,0.75846,1.0234,0.75199,0.51342,0.5834,0.36004,1.31415,0.87351,1.09799,7.07574e-05,7.07574e-05,7.07574e-05
93,5423.15,1.16902,0.75508,1.02207,0.73853,0.52027,0.58524,0.36202,1.3101,0.87065,1.09569,6.36888e-05,6.36888e-05,6.36888e-05
94,5478.85,1.16445,0.75082,1.02157,0.74702,0.51878,0.58522,0.36246,1.30878,0.87046,1.09551,5.66202e-05,5.66202e-05,5.66202e-05
95,5535.59,1.15977,0.74742,1.01817,0.73824,0.52715,0.58706,0.36474,1.30787,0.86872,1.09487,4.95516e-05,4.95516e-05,4.95516e-05
96,5592.75,1.15442,0.74438,1.0182,0.74201,0.52698,0.58756,0.36448,1.30652,0.867,1.09455,4.2483e-05,4.2483e-05,4.2483e-05
97,5649.84,1.14846,0.73925,1.01521,0.74648,0.52193,0.58685,0.36498,1.30512,0.8662,1.09383,3.54144e-05,3.54144e-05,3.54144e-05
98,5706.4,1.14325,0.73641,1.01178,0.75477,0.52164,0.58862,0.3656,1.30421,0.86585,1.09415,2.83458e-05,2.83458e-05,2.83458e-05
99,5763.74,1.14279,0.73462,1.01366,0.75543,0.51981,0.589,0.36524,1.30368,0.86589,1.09406,2.12772e-05,2.12772e-05,2.12772e-05
100,5818.91,1.13734,0.73294,1.0111,0.75212,0.52026,0.58794,0.36565,1.30278,0.86549,1.09318,1.42086e-05,1.42086e-05,1.42086e-05
