epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
50,4116.95,1.34582,0.92776,1.09989,0.72914,0.51926,0.58726,0.36088,1.31689,0.87326,1.10332,0.005149,0.005149,0.005149
51,4199.89,1.34077,0.92215,1.09617,0.71878,0.51181,0.5811,0.3567,1.31174,0.8708,1.10129,0.00505,0.00505,0.00505
52,4282.63,1.33451,0.91878,1.09474,0.7174,0.52392,0.5852,0.36029,1.30952,0.86684,1.09895,0.004951,0.004951,0.004951
53,4364.63,1.33364,0.91804,1.0927,0.73765,0.51607,0.59452,0.3649,1.30475,0.85967,1.0983,0.004852,0.004852,0.004852
54,4446.61,1.32901,0.90978,1.08967,0.75529,0.53284,0.60097,0.37037,1.29962,0.85903,1.09524,0.004753,0.004753,0.004753
55,4529.69,1.32339,0.90807,1.08859,0.71169,0.53879,0.59735,0.36952,1.29773,0.85684,1.09438,0.004654,0.004654,0.004654
56,4611.49,1.32114,0.90469,1.0896,0.7487,0.53483,0.60245,0.37202,1.29369,0.85291,1.09416,0.004555,0.004555,0.004555
57,4693.78,1.31847,0.9011,1.08635,0.72492,0.53544,0.59884,0.37166,1.29091,0.85034,1.09109,0.004456,0.004456,0.004456
58,4776.42,1.31219,0.89626,1.08523,0.75856,0.5317,0.60604,0.37612,1.28761,0.84573,1.09108,0.004357,0.004357,0.004357
59,4857.12,1.30901,0.88971,1.08309,0.76472,0.52485,0.60843,0.37702,1.28743,0.84366,1.08919,0.004258,0.004258,0.004258
60,4939.91,1.30622,0.88842,1.08008,0.7785,0.53009,0.61117,0.38153,1.28501,0.84215,1.08793,0.004159,0.004159,0.004159
61,5022.77,1.29984,0.88544,1.08067,0.74912,0.54942,0.61567,0.38427,1.27933,0.83964,1.08655,0.00406,0.00406,0.00406
62,5105.14,1.29738,0.88254,1.07603,0.76203,0.55021,0.61918,0.38652,1.27677,0.83762,1.08508,0.003961,0.003961,0.003961
63,5188.03,1.29844,0.88167,1.08066,0.76524,0.54675,0.61791,0.38647,1.27364,0.83406,1.0842,0.003862,0.003862,0.003862
64,5269.65,1.29215,0.87481,1.0736,0.77574,0.5414,0.61968,0.38818,1.27232,0.8331,1.08427,0.003763,0.003763,0.003763
65,5349.51,1.29131,0.87472,1.07547,0.77135,0.54533,0.6196,0.38755,1.26963,0.82998,1.08204,0.003664,0.003664,0.003664
66,5432.69,1.28397,0.86828,1.06955,0.79313,0.53822,0.62036,0.39016,1.26825,0.82783,1.08211,0.003565,0.003565,0.003565
67,5515.23,1.2819,0.86965,1.07118,0.77498,0.55846,0.62555,0.3937,1.26547,0.82715,1.08004,0.003466,0.003466,0.003466
68,5595.38,1.27425,0.86095,1.0686,0.76647,0.55385,0.62573,0.39382,1.26442,0.82506,1.07907,0.003367,0.003367,0.003367
69,5675.54,1.2686,0.85397,1.06586,0.77745,0.55187,0.62683,0.39505,1.26221,0.82377,1.07835,0.003268,0.003268,0.003268
70,5756.93,1.2722,0.85551,1.06502,0.76777,0.55582,0.62854,0.39562,1.26064,0.82148,1.07823,0.003169,0.003169,0.003169
71,5840.37,1.26751,0.85459,1.067,0.79041,0.54887,0.6299,0.39568,1.257,0.8187,1.07657,0.00307,0.00307,0.00307
72,5921.21,1.25839,0.84695,1.06099,0.78777,0.54525,0.63008,0.39778,1.25595,0.81782,1.0757,0.002971,0.002971,0.002971
73,6003.22,1.25798,0.84415,1.06123,0.78901,0.55068,0.63275,0.399,1.25458,0.81701,1.07492,0.002872,0.002872,0.002872
74,6083.44,1.25762,0.84346,1.05944,0.78468,0.54955,0.63449,0.40051,1.2529,0.81543,1.07408,0.002773,0.002773,0.002773
75,6164.22,1.25056,0.83708,1.05736,0.79306,0.55113,0.63576,0.40087,1.25128,0.81354,1.07417,0.002674,0.002674,0.002674
76,6247.27,1.24514,0.8376,1.05673,0.78621,0.55314,0.63584,0.40176,1.24969,0.81207,1.07339,0.002575,0.002575,0.002575
77,6329.8,1.24386,0.83152,1.05427,0.79414,0.55153,0.636,0.40365,1.24772,0.80998,1.07267,0.002476,0.002476,0.002476
78,6412.63,1.24189,0.82882,1.05413,0.79178,0.55469,0.63632,0.40343,1.24587,0.80848,1.07204,0.002377,0.002377,0.002377
79,6494.65,1.23653,0.82741,1.05284,0.78849,0.5582,0.63536,0.40353,1.24466,0.80764,1.07089,0.002278,0.002278,0.002278
80,6573.02,1.23195,0.82487,1.05206,0.75634,0.56868,0.6361,0.40333,1.2433,0.80656,1.07043,0.002179,0.002179,0.002179
81,6654.56,1.22735,0.8198,1.04923,0.77527,0.55965,0.63767,0.40546,1.24184,0.8058,1.07008,0.00208,0.00208,0.00208
82,6735.3,1.22279,0.81657,1.04783,0.79051,0.55301,0.63811,0.4061,1.24044,0.8044,1.06927,0.001981,0.001981,0.001981
83,6816.96,1.22296,0.81464,1.04569,0.77695,0.55742,0.63963,0.40716,1.23898,0.80356,1.06881,0.001882,0.001882,0.001882
84,6898.12,1.2171,0.81363,1.04645,0.7703,0.56053,0.64139,0.40883,1.23844,0.80293,1.06814,0.001783,0.001783,0.001783
85,6980.15,1.21486,0.81075,1.04355,0.78517,0.55518,0.64207,0.40996,1.23742,0.80241,1.06774,0.001684,0.001684,0.001684
86,7059.53,1.21044,0.80615,1.04325,0.79222,0.55571,0.64233,0.40956,1.23614,0.80176,1.06701,0.001585,0.001585,0.001585
87,7141.58,1.20625,0.80129,1.03946,0.80458,0.55002,0.64421,0.41127,1.23483,0.8008,1.06633,0.001486,0.001486,0.001486
88,7221.88,1.19977,0.79981,1.03845,0.80307,0.5522,0.64514,0.41163,1.23349,0.79978,1.06588,0.001387,0.001387,0.001387
89,7302.18,1.20469,0.8005,1.04044,0.80431,0.55057,0.64486,0.41235,1.23261,0.79889,1.06559,0.001288,0.001288,0.001288
90,7382.77,1.19798,0.79582,1.03695,0.80065,0.55292,0.64542,0.41308,1.23149,0.79839,1.06513,0.001189,0.001189,0.001189
91,7465.06,1.17032,0.75174,1.02842,0.77604,0.56134,0.64461,0.41174,1.23227,0.79853,1.06531,0.00109,0.00109,0.00109
92,7544.33,1.1504,0.73763,1.02197,0.78237,0.56021,0.64491,0.41252,1.23161,0.79814,1.06496,0.000991,0.000991,0.000991
93,7625.51,1.14164,0.72893,1.0177,0.7859,0.55859,0.64639,0.41313,1.23036,0.79719,1.0644,0.000892,0.000892,0.000892
94,7706.19,1.13799,0.72844,1.01824,0.79079,0.55817,0.6475,0.41408,1.2291,0.79666,1.06397,0.000793,0.000793,0.000793
95,7786.2,1.13063,0.72282,1.016,0.79359,0.55939,0.6488,0.41339,1.22827,0.79619,1.06359,0.000694,0.000694,0.000694
96,7864.39,1.12571,0.71876,1.01218,0.78997,0.56106,0.64922,0.41404,1.22736,0.79549,1.06325,0.000595,0.000595,0.000595
97,7943.89,1.12068,0.71491,1.01215,0.79503,0.56216,0.64945,0.41502,1.22667,0.79512,1.06296,0.000496,0.000496,0.000496
98,8022.66,1.11894,0.71325,1.01002,0.79363,0.56522,0.64973,0.41542,1.22573,0.79463,1.06274,0.000397,0.000397,0.000397
99,8103.7,1.10951,0.70816,1.00831,0.79589,0.56464,0.65037,0.4162,1.22527,0.79448,1.06256,0.000298,0.000298,0.000298
100,8182.01,1.10844,0.70842,1.00673,0.7864,0.56897,0.65128,0.41685,1.22491,0.79417,1.06234,0.000199,0.000199,0.000199
